,id,created_at_dt,last_move_at_dt
2824,lf7JCvLY,2017-03-18 20:46:40.000000000,2017-03-18 20:46:40.000000000
2825,cUZW7kCY,2017-03-18 15:13:20.000000000,2017-03-18 15:13:20.000000000
2826,YlKuMXyN,2017-03-18 15:13:20.000000000,2017-03-18 15:13:20.000000000
2827,TSWuHYDp,2017-03-18 15:13:20.000000000,2017-03-18 15:13:20.000000000
2828,bUcQogC4,2017-03-18 15:13:20.000000000,2017-03-18 15:13:20.000000000
2829,INtrf0L4,2017-03-17 22:33:20.000000000,2017-03-17 22:33:20.000000000
2830,4WnNhYRZ,2017-03-17 22:33:20.000000000,2017-03-17 22:33:20.000000000
2831,iLCmsv4F,2017-03-15 17:46:40.000000000,2017-03-15 17:46:40.000000000
2832,OBWurcPg,2017-03-15 15:00:00.000000000,2017-03-15 15:00:00.000000000
2833,llz4URSe,2017-03-15 15:00:00.000000000,2017-03-15 15:00:00.000000000
2834,s3Sr35XL,2017-03-15 15:00:00.000000000,2017-03-15 15:00:00.000000000
2835,u4daeG6x,2017-03-15 15:00:00.000000000,2017-03-15 15:00:00.000000000
2836,8EpLi2Pv,2017-02-27 12:53:20.000000000,2017-02-27 12:53:20.000000000
2837,b0rlDJZq,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
2838,4TufMYpr,2017-02-25 08:06:40.000000000,2017-02-25 08:06:40.000000000
2839,UU7dyzea,2017-02-23 14:26:40.000000000,2017-02-23 14:26:40.000000000
2840,bQUk3eHX,2017-02-23 14:26:40.000000000,2017-02-23 14:26:40.000000000
2841,1uKhqkGm,2017-02-22 13:26:40.000000000,2017-02-22 16:13:20.000000000
2842,l83KTVcV,2017-02-22 13:26:40.000000000,2017-02-22 13:26:40.000000000
2843,X3Br4RPJ,2017-02-21 15:13:20.000000000,2017-02-21 15:13:20.000000000
2844,lM4WynkN,2017-02-21 12:26:40.000000000,2017-02-21 15:13:20.000000000
2845,x4bSbdx7,2017-02-21 06:53:20.000000000,2017-02-21 06:53:20.000000000
2846,U0T9defw,2017-02-21 06:53:20.000000000,2017-02-21 06:53:20.000000000
2847,z4Cd5Jae,2017-02-20 17:00:00.000000000,2017-02-20 17:00:00.000000000
2848,POlPcaRo,2017-02-20 17:00:00.000000000,2017-02-20 17:00:00.000000000
2849,2YHlmJIt,2017-02-19 16:00:00.000000000,2017-02-19 16:00:00.000000000
2850,sE1Y9jOG,2017-02-19 13:13:20.000000000,2017-02-19 13:13:20.000000000
2851,KTZC6GJY,2017-02-19 13:13:20.000000000,2017-02-19 13:13:20.000000000
2852,UaRTDtFk,2017-02-19 07:40:00.000000000,2017-02-19 07:40:00.000000000
2853,kh8Qd3Vu,2017-02-19 07:40:00.000000000,2017-02-19 07:40:00.000000000
2854,h2WdvNn9,2017-02-19 07:40:00.000000000,2017-02-19 07:40:00.000000000
2855,orh2nc9F,2017-02-19 07:40:00.000000000,2017-02-19 07:40:00.000000000
2856,SaK7OLXf,2017-02-18 12:13:20.000000000,2017-02-18 12:13:20.000000000
2857,CSlpCMuU,2017-02-18 12:13:20.000000000,2017-02-18 12:13:20.000000000
2858,fyLCSoho,2017-02-18 12:13:20.000000000,2017-02-18 12:13:20.000000000
2859,Mzodz2Go,2017-02-16 13:00:00.000000000,2017-02-16 13:00:00.000000000
2860,mQ57llEU,2017-02-16 13:00:00.000000000,2017-02-16 13:00:00.000000000
2861,twxWSnW7,2017-02-16 13:00:00.000000000,2017-02-16 13:00:00.000000000
2862,qVvb7FxA,2017-02-16 07:26:40.000000000,2017-02-16 07:26:40.000000000
2863,elQHIEKK,2017-02-16 07:26:40.000000000,2017-02-16 07:26:40.000000000
2864,orGk04lC,2017-02-16 07:26:40.000000000,2017-02-16 07:26:40.000000000
2865,k8WDCwZ1,2017-02-15 14:46:40.000000000,2017-02-15 14:46:40.000000000
2866,7FxQd0g0,2017-02-15 14:46:40.000000000,2017-02-15 14:46:40.000000000
2867,EPF3VvuM,2017-02-15 09:13:20.000000000,2017-02-15 09:13:20.000000000
2868,9MssW8u9,2017-02-15 09:13:20.000000000,2017-02-15 09:13:20.000000000
2869,73FWLZDD,2017-02-14 16:33:20.000000000,2017-02-14 16:33:20.000000000
2870,NVMd8c7r,2017-02-14 13:46:40.000000000,2017-02-14 13:46:40.000000000
2871,60So8eJC,2017-02-14 13:46:40.000000000,2017-02-14 13:46:40.000000000
2872,E8coQaPH,2017-02-14 08:13:20.000000000,2017-02-14 08:13:20.000000000
2873,1u6TZLcU,2017-02-14 08:13:20.000000000,2017-02-14 08:13:20.000000000
2874,f0Fb9xAX,2017-03-16 02:06:40.000000000,2017-03-16 02:06:40.000000000
2875,sFQNvClA,2017-03-05 18:53:20.000000000,2017-03-05 18:53:20.000000000
2876,xR01noPz,2017-02-07 23:26:40.000000000,2017-02-07 23:26:40.000000000
2877,lraTxMHx,2017-01-27 04:06:40.000000000,2017-01-27 04:06:40.000000000
2878,PsdHI4ZU,2017-01-27 04:06:40.000000000,2017-01-27 04:06:40.000000000
2879,0vCW0oTa,2017-02-12 20:06:40.000000000,2017-02-12 22:53:20.000000000
2880,9xR9Qzj9,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
2881,twfd5E9i,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
2882,1psIwbXL,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
2883,kMwBWWg5,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
2884,kuRdXCJ1,2017-02-12 00:40:00.000000000,2017-02-12 00:40:00.000000000
2885,uWM6iOnB,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
2886,EyBAFKYK,2017-02-10 23:40:00.000000000,2017-02-11 02:26:40.000000000
2887,aFR1aNjK,2017-02-10 23:40:00.000000000,2017-02-10 23:40:00.000000000
2888,4wWFmbTF,2017-02-10 01:26:40.000000000,2017-02-10 01:26:40.000000000
2889,Sm9cj3fR,2017-02-10 01:26:40.000000000,2017-02-10 01:26:40.000000000
2890,Gs0EgQR3,2017-02-09 22:40:00.000000000,2017-02-10 01:26:40.000000000
2891,Ls7pzvc7,2017-02-09 22:40:00.000000000,2017-02-09 22:40:00.000000000
2892,t6GU62w8,2017-02-09 22:40:00.000000000,2017-02-09 22:40:00.000000000
2893,IrniH7WT,2017-02-09 17:06:40.000000000,2017-02-09 19:53:20.000000000
2894,PEIWwrwH,2017-02-07 23:26:40.000000000,2017-02-07 23:26:40.000000000
2895,okyR7GIQ,2017-02-07 23:26:40.000000000,2017-02-07 23:26:40.000000000
2896,foydg28k,2017-02-07 23:26:40.000000000,2017-02-07 23:26:40.000000000
2897,U7qCWp7Z,2017-02-05 18:40:00.000000000,2017-02-05 18:40:00.000000000
2898,1EO1qKvn,2017-02-05 18:40:00.000000000,2017-02-05 18:40:00.000000000
2899,UOy5uE09,2017-02-05 04:46:40.000000000,2017-02-05 04:46:40.000000000
2900,OO19z5IJ,2017-02-05 02:00:00.000000000,2017-02-05 02:00:00.000000000
2901,0yWiB7WD,2017-02-03 00:00:00.000000000,2017-02-03 00:00:00.000000000
2902,f2PUxvqc,2017-02-03 00:00:00.000000000,2017-02-03 00:00:00.000000000
2903,dwTRsRJX,2017-02-03 00:00:00.000000000,2017-02-03 00:00:00.000000000
2904,Gr6grh2d,2017-02-02 21:13:20.000000000,2017-02-03 00:00:00.000000000
2905,WjD5bPT5,2017-02-02 01:46:40.000000000,2017-02-02 01:46:40.000000000
2906,EMHV34Sz,2017-02-02 01:46:40.000000000,2017-02-02 01:46:40.000000000
2907,gjFoKFQp,2017-02-02 01:46:40.000000000,2017-02-02 01:46:40.000000000
2908,7gI00SlY,2017-02-02 01:46:40.000000000,2017-02-02 01:46:40.000000000
2909,DtjF3WTd,2017-02-02 01:46:40.000000000,2017-02-02 01:46:40.000000000
2910,bW8jsL7d,2017-02-01 00:46:40.000000000,2017-02-01 00:46:40.000000000
2911,sxJmzlsS,2017-02-01 00:46:40.000000000,2017-02-01 00:46:40.000000000
2912,qucmolY4,2017-01-31 22:00:00.000000000,2017-02-01 00:46:40.000000000
2913,xt4AYnvX,2017-01-31 22:00:00.000000000,2017-01-31 22:00:00.000000000
2914,sV0rgk3R,2017-01-31 22:00:00.000000000,2017-01-31 22:00:00.000000000
2915,agxGtAax,2017-01-31 22:00:00.000000000,2017-01-31 22:00:00.000000000
2916,PLYrSuWR,2017-02-08 18:53:20.000000000,2017-02-08 18:53:20.000000000
2917,M1cgACGl,2017-02-08 18:53:20.000000000,2017-02-08 18:53:20.000000000
2918,L2EdSOzt,2017-02-08 16:06:40.000000000,2017-02-08 18:53:20.000000000
2919,gTCNbh3o,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2920,u8spfpAh,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2921,nLm6oKZO,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2922,CXPDNH40,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2923,XehgoTOZ,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2924,2GvaOkk5,2017-02-08 16:06:40.000000000,2017-02-08 16:06:40.000000000
2925,Dpp2kpwu,2017-02-08 10:33:20.000000000,2017-02-08 10:33:20.000000000
2926,KkzphjC8,2017-02-07 20:40:00.000000000,2017-02-07 20:40:00.000000000
2927,5SAhE2gk,2017-02-07 20:40:00.000000000,2017-02-07 20:40:00.000000000
2928,GHgLkoUJ,2016-11-22 15:53:20.000000000,2016-11-22 15:53:20.000000000
2929,IdszdQsY,2016-11-22 13:06:40.000000000,2016-11-22 15:53:20.000000000
2930,PrKd49NV,2016-09-25 19:00:00.000000000,2016-09-25 19:00:00.000000000
2931,AQTOkr9G,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2932,5M0S1qPK,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2933,DZkdttYR,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2934,ivKr6cnJ,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2935,34lp4sxr,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2936,6uskoLs6,2016-09-25 16:13:20.000000000,2016-09-25 16:13:20.000000000
2937,FPawDIZE,2017-08-16 16:13:20.000000000,2017-08-16 16:13:20.000000000
2938,NOfIK1LX,2017-08-16 02:20:00.000000000,2017-08-16 02:20:00.000000000
2939,SAMmBf3f,2017-07-24 04:20:00.000000000,2017-07-24 04:20:00.000000000
2940,xIJMIEcv,2017-07-24 04:20:00.000000000,2017-07-24 04:20:00.000000000
2941,yzyayp5f,2017-07-24 04:20:00.000000000,2017-07-24 04:20:00.000000000
2942,XczitvvJ,2017-07-19 16:00:00.000000000,2017-07-19 16:00:00.000000000
2943,nSviObhA,2017-07-19 13:13:20.000000000,2017-07-19 13:13:20.000000000
2944,ucqkIOT6,2017-07-19 13:13:20.000000000,2017-07-19 13:13:20.000000000
2945,n8tmGnnn,2017-07-19 02:06:40.000000000,2017-07-19 02:06:40.000000000
2946,Iz6xucJK,2017-07-19 02:06:40.000000000,2017-07-19 02:06:40.000000000
2947,O8h1ZIJo,2017-07-19 02:06:40.000000000,2017-07-19 02:06:40.000000000
2948,U5llimcm,2017-07-19 02:06:40.000000000,2017-07-19 02:06:40.000000000
2949,eor6INZY,2017-07-18 23:20:00.000000000,2017-07-18 23:20:00.000000000
2950,12PQEllE,2017-07-18 23:20:00.000000000,2017-07-18 23:20:00.000000000
2951,8BsfZrzx,2017-07-18 23:20:00.000000000,2017-07-18 23:20:00.000000000
2952,sSoJ4Gc2,2017-07-18 23:20:00.000000000,2017-07-18 23:20:00.000000000
2953,4MoCnXSf,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2954,yn2r2dpP,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2955,BYN9vgQU,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2956,qTZb9Anq,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2957,ypueY13m,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2958,LpwfGIH3,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2959,5Dr440nX,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2960,bhpP2adQ,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2961,NTa0FtvF,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2962,niCFwzEh,2017-07-18 20:33:20.000000000,2017-07-18 20:33:20.000000000
2963,ktxSimhv,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2964,i1yPixuq,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2965,SDlD30Ag,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2966,tXyhQGNP,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2967,5JCjRFRS,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2968,63u766mb,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2969,1VA5T3WL,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2970,2bYi7mnn,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2971,NRTw0yqg,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2972,j1dcI2of,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2973,0B267Ltu,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2974,rzW2zbk5,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2975,YlvvHdr3,2017-04-04 04:26:40.000000000,2017-04-04 04:26:40.000000000
2976,52KCgBfd,2017-04-03 20:06:40.000000000,2017-04-03 20:06:40.000000000
2977,0A3uCQ1O,2017-04-03 14:33:20.000000000,2017-04-03 14:33:20.000000000
2978,W79DZS8T,2017-04-03 14:33:20.000000000,2017-04-03 14:33:20.000000000
2979,wjrmdeFc,2017-04-03 11:46:40.000000000,2017-04-03 14:33:20.000000000
2980,wztkx5CE,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2981,SyBnhxvk,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2982,hrHawYHH,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2983,nDGWTVOP,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2984,AatMaoUP,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2985,6vUqSQzl,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2986,83YNb3sh,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2987,92UA72Pj,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2988,xmDaNtYi,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2989,BQMmWcVs,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2990,2Be0sIG6,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2991,vZP9pa8n,2017-04-03 00:40:00.000000000,2017-04-03 00:40:00.000000000
2992,wNjSbB0F,2017-04-02 21:53:20.000000000,2017-04-02 21:53:20.000000000
2993,d10lrIuX,2017-04-02 21:53:20.000000000,2017-04-02 21:53:20.000000000
2994,ZMye2E8Q,2017-04-02 21:53:20.000000000,2017-04-02 21:53:20.000000000
2995,jz2BmLti,2017-04-02 02:26:40.000000000,2017-04-02 02:26:40.000000000
2996,Ja9Gn5vJ,2017-04-02 02:26:40.000000000,2017-04-02 02:26:40.000000000
2997,TOnjgl2a,2017-04-02 02:26:40.000000000,2017-04-02 02:26:40.000000000
2998,u2pFEoAO,2017-04-02 02:26:40.000000000,2017-04-02 02:26:40.000000000
2999,TfFMOOKi,2017-04-02 02:26:40.000000000,2017-04-02 02:26:40.000000000
3000,zc2lpMJj,2017-04-01 23:40:00.000000000,2017-04-02 02:26:40.000000000
3001,qEEHYg3f,2017-04-01 23:40:00.000000000,2017-04-01 23:40:00.000000000
3002,3DsCl3PV,2017-04-01 23:40:00.000000000,2017-04-01 23:40:00.000000000
3003,YV1XCOYx,2017-04-01 23:40:00.000000000,2017-04-01 23:40:00.000000000
3004,wcu3s3bw,2017-04-01 23:40:00.000000000,2017-04-01 23:40:00.000000000
3005,Z72bhE0w,2017-04-01 23:40:00.000000000,2017-04-01 23:40:00.000000000
3006,VGdvtl9I,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3007,UTy9UQjf,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3008,9hOpkowK,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3009,svhejqQZ,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3010,neQt7KKy,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3011,Xy8XJUfE,2017-04-01 20:53:20.000000000,2017-04-01 20:53:20.000000000
3012,2pd9rePm,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3013,A1sCoxa2,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3014,ZQK9ADCs,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3015,jZeY8e65,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3016,LegmpoVP,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3017,yZTK9CyC,2017-02-18 20:33:20.000000000,2017-02-18 20:33:20.000000000
3018,XZjlHA5z,2017-02-18 17:46:40.000000000,2017-02-18 20:33:20.000000000
3019,mk0h2Gv8,2017-02-18 17:46:40.000000000,2017-02-18 17:46:40.000000000
3020,4ap40Csw,2017-02-17 08:26:40.000000000,2017-02-17 08:26:40.000000000
3021,jLLlCpc9,2017-02-17 08:26:40.000000000,2017-02-17 08:26:40.000000000
3022,OFpxIk3f,2017-02-17 08:26:40.000000000,2017-02-17 08:26:40.000000000
3023,LhrvcCLC,2017-02-17 08:26:40.000000000,2017-02-17 08:26:40.000000000
3024,Djt656LI,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
3025,AwjvWyDP,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
3026,JOplW281,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
3027,3FBTaJ1M,2017-02-12 20:06:40.000000000,2017-02-12 20:06:40.000000000
3028,YsI2deSN,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
3029,4LPlgruA,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
3030,cEw0VsfY,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
3031,7hHQdIJD,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
3032,3si9CJBm,2017-02-11 19:06:40.000000000,2017-02-11 19:06:40.000000000
3033,JsbkXoD1,2017-02-11 16:20:00.000000000,2017-02-11 16:20:00.000000000
3034,BwXGCvBE,2017-02-11 16:20:00.000000000,2017-02-11 16:20:00.000000000
3035,P1u6ph3R,2017-02-11 13:33:20.000000000,2017-02-11 16:20:00.000000000
3036,KJeAZKRh,2017-02-07 20:40:00.000000000,2017-02-07 20:40:00.000000000
3037,BQaQgpCA,2017-02-05 15:53:20.000000000,2017-02-05 15:53:20.000000000
3038,XpjeAYkl,2017-02-05 15:53:20.000000000,2017-02-05 15:53:20.000000000
3039,lvJYNNi6,2017-02-05 15:53:20.000000000,2017-02-05 15:53:20.000000000
3040,ZKQAL78x,2017-02-04 09:20:00.000000000,2017-02-04 09:20:00.000000000
3041,R2Vnrli7,2017-02-01 20:13:20.000000000,2017-02-01 20:13:20.000000000
3042,ffnCXri7,2017-02-01 20:13:20.000000000,2017-02-01 20:13:20.000000000
3043,gGvmZX05,2017-02-01 20:13:20.000000000,2017-02-01 20:13:20.000000000
3044,ggLb1uR2,2017-02-01 20:13:20.000000000,2017-02-01 20:13:20.000000000
3045,TGEFLYkH,2017-03-07 18:06:40.000000000,2017-03-07 18:06:40.000000000
3046,cn6dxWB5,2017-03-06 17:06:40.000000000,2017-03-06 17:06:40.000000000
3047,dkbcLJzc,2017-03-05 21:40:00.000000000,2017-03-06 00:26:40.000000000
3048,rl1OhAf6,2017-03-05 02:13:20.000000000,2017-03-05 02:13:20.000000000
3049,L1aRnjTp,2017-03-04 17:53:20.000000000,2017-03-04 17:53:20.000000000
3050,F83NKRda,2017-03-04 17:53:20.000000000,2017-03-04 17:53:20.000000000
3051,MHIYRxOo,2017-03-03 16:53:20.000000000,2017-03-03 16:53:20.000000000
3052,oEBQhZTO,2017-02-28 22:13:20.000000000,2017-03-01 01:00:00.000000000
3053,F0ndOQZO,2017-02-28 22:13:20.000000000,2017-02-28 22:13:20.000000000
3054,wo2AHjP1,2017-02-28 16:40:00.000000000,2017-02-28 16:40:00.000000000
3055,R5gzrHai,2017-02-28 00:00:00.000000000,2017-02-28 00:00:00.000000000
3056,j5c2RXnd,2017-02-28 00:00:00.000000000,2017-02-28 00:00:00.000000000
3057,4aL70Wgg,2017-02-26 20:13:20.000000000,2017-02-26 23:00:00.000000000
3058,ySPWmeWy,2017-02-26 20:13:20.000000000,2017-02-26 20:13:20.000000000
3059,EqtKF11R,2017-02-26 03:33:20.000000000,2017-02-26 03:33:20.000000000
3060,RifoRB7V,2017-02-25 19:13:20.000000000,2017-02-25 19:13:20.000000000
3061,kXZYsDWT,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
3062,2h3QX1YP,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
3063,830fxCdz,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
3064,69mJWtRN,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
3065,VCVaBla1,2017-02-25 16:26:40.000000000,2017-02-25 16:26:40.000000000
3066,vzNmDgil,2017-02-23 17:13:20.000000000,2017-02-23 17:13:20.000000000
3067,VxEAYkLN,2017-02-23 17:13:20.000000000,2017-02-23 17:13:20.000000000
3068,0by1nU4f,2017-02-23 03:20:00.000000000,2017-02-23 03:20:00.000000000
3069,RJz2t3yg,2017-02-23 03:20:00.000000000,2017-02-23 03:20:00.000000000
3070,aswj7U7L,2017-02-23 00:33:20.000000000,2017-02-23 00:33:20.000000000
3071,gOI6FVn5,2017-02-22 16:13:20.000000000,2017-02-22 19:00:00.000000000
3072,Bc9pIkNz,2017-02-22 02:20:00.000000000,2017-02-22 02:20:00.000000000
3073,juk5jelL,2017-02-21 18:00:00.000000000,2017-02-21 18:00:00.000000000
3074,6QEHG2Xy,2017-02-21 04:06:40.000000000,2017-02-21 04:06:40.000000000
3075,m6Dv4tjf,2017-02-21 04:06:40.000000000,2017-02-21 04:06:40.000000000
3076,TDTNGz99,2017-02-21 04:06:40.000000000,2017-02-21 04:06:40.000000000
3077,KX3NWXWe,2017-02-21 01:20:00.000000000,2017-02-21 01:20:00.000000000
3078,PPOQGBGj,2017-02-21 01:20:00.000000000,2017-02-21 01:20:00.000000000
3079,HmYD5M06,2017-02-21 01:20:00.000000000,2017-02-21 01:20:00.000000000
3080,M1uYgZWA,2017-02-21 01:20:00.000000000,2017-02-21 01:20:00.000000000
3081,8ju1Ky6o,2017-02-20 17:00:00.000000000,2017-02-20 17:00:00.000000000
3082,54IrDY0S,2017-02-20 17:00:00.000000000,2017-02-20 17:00:00.000000000
3083,sdK4CaLX,2017-02-20 17:00:00.000000000,2017-02-20 17:00:00.000000000
3084,oKS3ZNSK,2017-02-20 03:06:40.000000000,2017-02-20 03:06:40.000000000
3085,UdRV80J7,2017-02-20 03:06:40.000000000,2017-02-20 03:06:40.000000000
3086,pwYH3L9D,2017-02-19 18:46:40.000000000,2017-02-19 18:46:40.000000000
3087,npTFKCnW,2017-02-19 18:46:40.000000000,2017-02-19 18:46:40.000000000
3088,pz83EnOf,2017-02-19 18:46:40.000000000,2017-02-19 18:46:40.000000000
3089,cqsUd7ne,2017-02-19 04:53:20.000000000,2017-02-19 04:53:20.000000000
3090,a7Y6niVM,2017-02-19 04:53:20.000000000,2017-02-19 04:53:20.000000000
3091,6Db2lfZc,2017-02-19 04:53:20.000000000,2017-02-19 04:53:20.000000000
3092,xnm3oh0t,2017-02-18 23:20:00.000000000,2017-02-18 23:20:00.000000000
3093,ON47tmvR,2017-02-18 23:20:00.000000000,2017-02-18 23:20:00.000000000
3094,HIZAAqDg,2017-02-18 23:20:00.000000000,2017-02-18 23:20:00.000000000
3095,tmH3r8qf,2017-09-01 04:26:40.000000000,2017-09-01 07:13:20.000000000
3096,XViv0SVq,2017-08-31 06:13:20.000000000,2017-08-31 06:13:20.000000000
3097,ATbFpLdo,2017-08-30 08:00:00.000000000,2017-08-30 08:00:00.000000000
3098,LfUmrYRE,2017-08-28 00:26:40.000000000,2017-08-28 00:26:40.000000000
3099,A6wCNlRk,2017-08-27 21:40:00.000000000,2017-08-27 21:40:00.000000000
3100,4NeAvfza,2017-08-26 17:53:20.000000000,2017-08-26 17:53:20.000000000
3101,iUWGyazS,2017-08-26 06:46:40.000000000,2017-08-26 06:46:40.000000000
3102,nZzmL2rR,2017-08-25 22:26:40.000000000,2017-08-25 22:26:40.000000000
3103,QIVgEJMW,2017-08-28 00:26:40.000000000,2017-08-28 00:26:40.000000000
3104,JLlBxHzp,2017-08-11 02:53:20.000000000,2017-08-11 02:53:20.000000000
3105,e9iveKme,2017-06-10 15:53:20.000000000,2017-06-10 15:53:20.000000000
3106,Rl1BsluH,2017-05-21 15:20:00.000000000,2017-05-21 15:20:00.000000000
3107,GbXCoNmo,2017-05-20 17:06:40.000000000,2017-05-20 17:06:40.000000000
3108,pcP9ZvmA,2017-05-14 16:40:00.000000000,2017-05-14 16:40:00.000000000
3109,K2VVNLqy,2017-04-15 15:26:40.000000000,2017-04-15 15:26:40.000000000
3110,UEKGv4C9,2017-04-09 15:00:00.000000000,2017-04-09 15:00:00.000000000
3111,80he8UUG,2017-04-01 18:06:40.000000000,2017-04-01 18:06:40.000000000
3112,knBXhD2a,2017-03-26 14:53:20.000000000,2017-03-26 14:53:20.000000000
3113,hQLKJ68q,2017-03-19 16:13:20.000000000,2017-03-19 16:13:20.000000000
3114,yUHWSfJo,2017-03-11 16:33:20.000000000,2017-03-11 19:20:00.000000000
3115,e4TsEuRY,2017-03-05 16:06:40.000000000,2017-03-05 16:06:40.000000000
3116,Bd5J9RZq,2017-02-26 17:26:40.000000000,2017-02-26 17:26:40.000000000
3117,DsOmLJkQ,2017-02-18 01:06:40.000000000,2017-02-18 01:06:40.000000000
3118,v2iBUV6J,2017-02-18 01:06:40.000000000,2017-02-18 01:06:40.000000000
3119,XrqBh3Cj,2017-02-04 17:40:00.000000000,2017-02-04 17:40:00.000000000
3120,SfJPL1Pd,2017-02-04 17:40:00.000000000,2017-02-04 17:40:00.000000000
3121,Lwbb2x5M,2017-01-29 17:13:20.000000000,2017-01-29 17:13:20.000000000
3122,ZLqtVCvu,2017-01-22 18:33:20.000000000,2017-01-22 18:33:20.000000000
3123,IeiV50Ye,2017-01-14 18:53:20.000000000,2017-01-14 18:53:20.000000000
3124,xJjnpqHv,2017-01-14 18:53:20.000000000,2017-01-14 18:53:20.000000000
3125,fss0w4x2,2017-01-08 15:40:00.000000000,2017-01-08 15:40:00.000000000
3126,1ApvUDMI,2017-01-08 15:40:00.000000000,2017-01-08 15:40:00.000000000
3127,lC1Y690r,2017-01-06 16:26:40.000000000,2017-01-06 19:13:20.000000000
3128,C78HIxXU,2016-12-18 16:53:20.000000000,2016-12-18 16:53:20.000000000
